Search interest in men's single players at Wimbledon on 6/29/15,
"All values indexed to 100, where 100 was the max search interest",
Player,Search Interest
Kei Nishikori,100.0
Roger Federer,96.6
Novak Djokovic,92.5
Lleyton Hewitt,86.1
Rafael Nadal,66.8
Andy Murray,54.8
Liam Broady,30.3
Nick Kyrgios,25.9
Stan Wawrinka,22.5
Philipp Kohlschreiber,19.1
Jarkko Nieminen,18.7
Simone Bolelli,11.8
Grigor Dimitrov,11.2
Thanasi Kokkinakis,10.1
Marinko Matosevic,9.0
Fernando Verdasco,7.6
Milos Raonic,6.9
Dominic Thiem,6.1
Jerzy Janowicz,6.0
Tommy Haas,5.8
Joao Sousa,5.5
Bernard Tomic,5.2
Martin Klizan,5.2
Diego Schwartzman,5.1
Marin Cilic,4.9
Jo-Wilfried Tsonga,4.9
John Isner,4.7
Marcos Baghdatis,4.5
Alexander Zverev,4.2
David Goffin,4.0
Leonardo Mayer,3.9
Hiroki Moriya,3.5
Jan-Lennard Struff,3.2
Janko Tipsarevic,3.0
Dudi Sela,2.7
Tommy Robredo,2.6
Benjamin Becker,2.6
Richard Gasquet,2.4
Gael Monfils,2.3
Dusan Lajovic,2.3
Go Soeda,2.2
Ricardas Berankis,2.2
Tomas Berdych,2.1
Kevin Anderson,2.0
Teymuraz Gabashvili,1.8
Jack Sock,1.8
Florian Mayer,1.8
Federico Delbonis,1.7
Ivo Karlovic,1.6
Pablo Cuevas,1.6
Denis Istomin,1.6
Marsel Ilhan,1.6
John Millman,1.5
Juan Monaco,1.5
Borna Coric,1.5
Fabio Fognini,1.5
Marcel Granollers,1.4
Victor Estrella Burgos,1.3
Nicolas Mahut,1.3
Andreas Haider-Maurer,1.3
Donald Young,1.3
Damir Dzumhur,1.3
Lucas Pouille,1.2
Denis Kudla,1.2
Santiago Giraldo,1.2
Luke Saville,1.2
Kenny De Schepper,1.2
Thomaz Bellucci,1.1
Andreas Seppi,1.1
Vasek Pospisil,1.1
Sam Groth,1.1
Lukas Lacko,1.0
Ernests Gulbis,1.0
Elias Ymer,1.0
Sam Querrey,0.9
Daniel Gimeno-Traver,0.9
Pierre-Hugues Herbert,0.9
Mikhail Kukushkin,0.9
Feliciano Lopez,0.9
Matthew Ebden,0.9
James Ward,0.9
Viktor Troicki,0.8
Hyeon Chung,0.8
Joao Souza,0.8
John-Patrick Smith,0.7
Alexandr Dolgopolov,0.7
Horacio Zeballos,0.7
Gilles Muller,0.7
Luca Vanni,0.7
Gilles Simon,0.7
Kyle Edmund,0.7
Aljaz Bedene,0.6
Benoit Paire,0.6
Radek Stepanek,0.6
Steve Johnson,0.6
Blaz Rola,0.5
Lukas Rosol,0.5
Jeremy Chardy,0.5
Nicolas Almagro,0.5
Tim Smyczek,0.4
Dustin Brown,0.4
Mikhail Youzhny,0.4
Yen-Hsun Lu,0.4
Sergiy Stakhovsky,0.4
Michael Berrer,0.3
Robin Haase,0.3
Steve Darcis,0.3
Adrian Mannarino,0.3
Alejandro Falla,0.3
Yuichi Sugita,0.3
Jiri Vesely,0.3
Malek Jaziri,0.2
Guillermo Garcia-Lopez,0.2
Filip Krajinovic,0.2
Brydan Klein,0.2
Pablo Andujar,0.2
Igor Sijsling,0.2
Roberto Bautista Agut,0.2
James Duckworth,0.2
Vincent Millot,0.2
Facundo Bagnis,0.2
Nikoloz Basilashvili,0.2
Albert Ramos-Vinolas,0.1
Blaz Kavcic,0.1
Pablo Carreno Busta,0.1
Paolo Lorenzi,0.1
Aleksandr Nedovyesov,0.1
Ruben Bemelmans,0.1
,
