"Search interest in Dilma Rousseff from May 5 - 12, 2016. All values indexed to 100, where 100 is the max search interest.",
Country,Search interest in Dilma Rousseff
Brazil,100
Cuba,85
Angola,53
Guinea-Bissau,50
Mozambique,41
São Tomé and Príncipe,37
Uruguay,20
Comoros,19
Paraguay,16
Cape Verde,16
French Guiana,14
Portugal,10
Venezuela,9
Haiti,9
Bolivia,9
Togo,8
Argentina,8
Monaco,7
Benin,7
Burundi,7
Burkina Faso,7
Nicaragua,6
Cameroon,6
Democratic Republic of the Congo,6
Chile,6
Panama,6
Dominican Republic,5
Congo,5
Mali,5
Côte d'Ivoire,5
Honduras,5
Ecuador,5
Chad,5
Aruba,5
Curaçao,5
Senegal,4
Rwanda,4
Guinea,4
Peru,4
Gabon,4
Niger,4
Saint Barthélemy,4
Madagascar,3
Seychelles,3
Colombia,3
Costa Rica,3
Switzerland,3
Suriname,3
Timor-Leste,3
Luxembourg,3
El Salvador,3
Djibouti,3
Liechtenstein,3
South Sudan,2
Liberia,2
Malawi,2
Mexico,2
Somalia,2
Martinique,2
Guyana,2
Guatemala,2
Guadeloupe,2
Saint Helena,2
Sierra Leone,2
Bulgaria,2
Mauritania,2
Andorra,2
France,2
Malta,2
Namibia,2
Ireland,2
The Bahamas,1
Uganda,1
Zambia,1
Nigeria,1
Belgium,1
Macau,1
Spain,1
Lebanon,1
Puerto Rico,1
Kenya,1
Tanzania,1
Ghana,1
Zimbabwe,1
China,1
Maldives,1
New Caledonia,1
United States,1
Qatar,1
Italy,1
Germany,1
Canada,1
Reunion,1
Mauritius,1
Netherlands,1
Trinidad and Tobago,1
Barbados,1
United Arab Emirates,1
Botswana,1
Sweden,1
